"","smokes","sex","friends","too_much_alkohol","martial_status","doing_sports","weight","income","goes_to_church","goes_to_cinema","goes_to_restaurant","drugs","law_breaking","job","class","age","education_level","unstable_income","strenuous_work","overloaded_at_work","unfair_work","income_stressful","hedonism"
"65981","0","female","_many","_no","_married","_yes","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"65987","1","female","_many","_no","_married","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_no","_no","_yes","_no","_yes","_no"
"65989","0","male","_medium","_no","_married","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"66014","0","male","_medium","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"66015","0","female","_small","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_yes"
"66021","0","female","_medium","_no","_single","_yes","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_no","_no","_yes","_yes","_no","_no"
"66031","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_4th_quantile","_yes","_no","_no","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"66032","0","female","_small","_no","_single","_yes","_normal_weight","_3rd_quantile","_no","_no","_no","_no","_no","_yes"," city 20-100 thou.","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"66038","0","female","_small","_no","_married","_yes","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"66040","1","male","_small","_no","_married","_no","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"66047","0","male","_many","_no","_divorced/separated/widowed","_no","obesity","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," village","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"66048","1","male","_medium","_no","_married","_no","_overweight","_3rd_quantile","_no","_no","_no","_no","_no","_yes"," village","_above_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"66059","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_3rd_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"66061","0","female","_medium","_no","_single","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_yes","_yes"," village","_below_40","_middle","_no","_no","_no","_no","_no","_yes"
"66062","1","female","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_no"
"66063","0","male","_small","_no","_married","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"66064","0","female","_small","_no","_married","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"66069","0","female","_small","_no","_divorced/separated/widowed","_yes","_overweight","_4th_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_Higher","_no","_no","_no","_no","_no","_no"
"66074","0","male","_small","_no","_married","_yes","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city 20-100 thou.","_below_40","_middle","_no","_yes","_yes","_no","_no","_no"
"66076","0","female","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"66081","0","male","_small","_no","_married","_no","obesity","_1st_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"66084","0","female","_small","_no","_married","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"66107","0","male","_many","_no","_married","_no","_overweight","_3rd_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_Higher","_no","_no","_no","_no","_no","_no"
"66108","0","female","_small","_no","_married","_no","_normal_weight","_1st_quantile","_no","_no","_no","_no","_no","_yes"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"66139","0","male","_small","_no","_married","_no","_overweight","_4th_quantile","_no","_no","_yes","_no","_no","_no"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"66142","0","male","_small","_no","_married","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"66148","0","female","_medium","_no","_married","_no","_normal_weight","_3rd_quantile","_no","_no","_no","_no","_no","_no"," village","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"66167","0","male","_small","_no","_divorced/separated/widowed","_no","_overweight","_3rd_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"66168","0","female","_many","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_no","_yes","_yes","_yes","_yes","_yes"
"66169","0","male","_small","_yes","_married","_no","obesity","_1st_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_no","_yes","_yes","_yes","_yes","_yes"
"66171","1","male","_small","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_above_60","_Primary","_yes","_yes","_yes","_yes","_yes","_yes"
"66185","0","female","_small","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city less than 20 thou.","_below_40","_Higher","_no","_no","_no","_no","_no","_yes"
"66199","1","female","_small","_no","_married","_no","_normal_weight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_Primary","_no","_yes","_yes","_yes","_no","_yes"
"66205","0","female","_small","_no","_married","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_yes"
"66206","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"66212","0","female","_small","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"66213","1","female","_small","_no","_single","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"66224","1","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_yes"
"66231","1","female","_many","_no","_married","_no","_overweight","_2nd_quantile","_yes","_yes","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_no","_no"
"66243","1","male","_many","_no","_married","_yes","_overweight","_4th_quantile","_yes","_no","_no","_no","_no","_yes"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"66266","1","male","_small","_yes","_married","_yes","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_between_40_60","_Primary","_yes","_yes","_yes","_yes","_yes","_yes"
"66267","1","female","_small","_no","_married","_no","obesity","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"66293","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"66306","1","female","_small","_no","_single","_no","_underweight","_3rd_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_yes","_no","_no","_no","_yes","_no"
"66307","1","male","_small","_no","_single","_no","obesity","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_yes","_no","_no","_no","_yes","_yes"
"66341","0","female","_medium","_no","_divorced/separated/widowed","_no","obesity","_3rd_quantile","_yes","_no","_yes","_no","_no","_no"," city 100-200 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"66346","0","female","_small","_no","_married","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," city 100-200 thou.","_above_60","_Primary","_yes","_no","_no","_no","_yes","_yes"
"66347","0","male","_many","_no","_married","_yes","_overweight","_3rd_quantile","_no","_no","_no","_no","_no","_no"," city 100-200 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"66372","0","male","_small","_no","_single","_yes","_normal_weight","_2nd_quantile","_no","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_below_40","_Higher","_yes","_yes","_no","_no","_yes","_yes"
"66374","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_middle","_no","_no","_no","_no","_no","_yes"
"66375","0","female","_medium","_no","_divorced/separated/widowed","_no","_normal_weight","_4th_quantile","_no","_no","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_Higher","_no","_no","_no","_no","_no","_yes"
"66377","1","female","_medium","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_yes","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"66388","0","female","_many","_no","_single","_yes","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"66392","0","female","_many","_no","_single","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_Higher","_no","_no","_no","_no","_yes","_no"
"66393","0","female","_medium","_no","_divorced/separated/widowed","_no","obesity","_2nd_quantile","_no","_no","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"66400","0","female","_small","_no","_single","_no","_overweight","_3rd_quantile","_yes","_no","_yes","_no","_no","_no"," city 200-500 thou.","_above_60","_Higher","_no","_no","_no","_no","_yes","_no"
"66409","0","female","_many","_no","_divorced/separated/widowed","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 200-500 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"66417","0","male","_medium","_no","_single","_yes","_overweight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_below_40","_Higher","_yes","_no","_yes","_yes","_yes","_yes"
"66421","1","female","_medium","_no","_divorced/separated/widowed","_no","_normal_weight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_Higher","_no","_no","_no","_no","_no","_yes"
"66455","1","female","_small","_no","_married","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"66465","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_yes"
"66494","0","male","_many","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 100-200 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"66495","0","female","_many","_no","_married","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 100-200 thou.","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"66570","1","female","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"66574","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"66575","1","male","_small","_no","_single","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_no"
"66583","0","female","_medium","_no","_divorced/separated/widowed","_no","_overweight","_3rd_quantile","_no","_no","_no","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_yes"
"66621","0","male","_many","_no","_married","_no","_overweight","_4th_quantile","_yes","_no","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"66622","0","female","_many","_no","_married","_yes","obesity","_2nd_quantile","_yes","_no","_yes","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"66695","1","male","_many","_no","_married","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"66696","0","female","_many","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_no"
"66745","0","female","_small","_no","_married","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_below_40","_middle","_no","_no","_no","_no","_no","_yes"
"66766","0","male","_small","_no","_married","_no","obesity","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"66767","0","female","_small","_no","_married","_yes","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_Higher","_yes","_yes","_yes","_no","_yes","_no"
"66768","0","female","_medium","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_Higher","_no","_no","_no","_no","_yes","_no"
